Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1912,Stockholm,Cycling,Cycling Road,"SCHUTTE, Carl Otto",United States,Men,Individual Time Trial,Bronze
1912,Stockholm,Cycling,Cycling Road,"KRUSHEL, Albert",United States,Men,Team Time Trial,Bronze
1912,Stockholm,Cycling,Cycling Road,"LOFTES, Alvin Hjalmar",United States,Men,Team Time Trial,Bronze
1912,Stockholm,Cycling,Cycling Road,"MARTIN, Walter C.",United States,Men,Team Time Trial,Bronze
1912,Stockholm,Cycling,Cycling Road,"SCHUTTE, Carl Otto",United States,Men,Team Time Trial,Bronze
1912,Stockholm,Equestrian,Eventing,"GRAHAM, Ephraim Foster",United States,Men,Team,Bronze
1912,Stockholm,Equestrian,Eventing,"HENRY, Guy Verner",United States,Men,Team,Bronze
1912,Stockholm,Equestrian,Eventing,"LEAR, Benjamin",United States,Men,Team,Bronze
1912,Stockholm,Equestrian,Eventing,"MONTGOMERY, John Carter",United States,Men,Team,Bronze
1912,Stockholm,Shooting,Shooting,"LEUSHNER, William F.",United States,Men,"100M Running Deer, Single Shots, Team",Silver
1912,Stockholm,Shooting,Shooting,"LIBBEY, William",United States,Men,"100M Running Deer, Single Shots, Team",Silver
1912,Stockholm,Shooting,Shooting,"MCDONNELL, William Neil",United States,Men,"100M Running Deer, Single Shots, Team",Silver
1912,Stockholm,Shooting,Shooting,"WINANS, Walter",United States,Men,"100M Running Deer, Single Shots, Team",Silver
1912,Stockholm,Shooting,Shooting,"LANE, Alfred P.",United States,Men,25M Rapid Fire Pistol (60 Shots),Gold
1912,Stockholm,Shooting,Shooting,"HIRD, Frederick S.",United States,Men,"25M Small Bore Rifle, Team",Bronze
1912,Stockholm,Shooting,Shooting,"LEUSHNER, William F.",United States,Men,"25M Small Bore Rifle, Team",Bronze
1912,Stockholm,Shooting,Shooting,"MCDONNELL, William Neil",United States,Men,"25M Small Bore Rifle, Team",Bronze
1912,Stockholm,Shooting,Shooting,"SPROUT, Warren A.",United States,Men,"25M Small Bore Rifle, Team",Bronze
1912,Stockholm,Shooting,Shooting,"DIETZ, John A.",United States,Men,"50M Army Pistol, Team",Gold
1912,Stockholm,Shooting,Shooting,"DOLFEN, Peter J.",United States,Men,"50M Army Pistol, Team",Gold
1912,Stockholm,Shooting,Shooting,"LANE, Alfred P.",United States,Men,"50M Army Pistol, Team",Gold
1912,Stockholm,Shooting,Shooting,"SEARS, Henry Francis",United States,Men,"50M Army Pistol, Team",Gold
1912,Stockholm,Shooting,Shooting,"LANE, Alfred P.",United States,Men,50M Pistol (60 Shots),Gold
1912,Stockholm,Shooting,Shooting,"DOLFEN, Peter J.",United States,Men,50M Pistol (60 Shots),Silver
1912,Stockholm,Shooting,Shooting,"HIRD, Frederick S.",United States,Men,50M Rifle Prone (60 Shots),Gold
1912,Stockholm,Shooting,Shooting,"HIRD, Frederick S.",United States,Men,"50M Small Bore Rifle, Team",Bronze
1912,Stockholm,Shooting,Shooting,"LEUSHNER, William F.",United States,Men,"50M Small Bore Rifle, Team",Bronze
1912,Stockholm,Shooting,Shooting,"OSBURN, Carl Townsend",United States,Men,"50M Small Bore Rifle, Team",Bronze
1912,Stockholm,Shooting,Shooting,"SPROUT, Warren A.",United States,Men,"50M Small Bore Rifle, Team",Bronze
1912,Stockholm,Shooting,Shooting,"JACKSON, John E.",United States,Men,600M Free Rifle,Bronze
1912,Stockholm,Shooting,Shooting,"OSBURN, Carl Townsend",United States,Men,600M Free Rifle,Silver
1912,Stockholm,Shooting,Shooting,"OSBURN, Carl Townsend",United States,Men,"Army Rifle, 300M, 3 Positions",Silver
1912,Stockholm,Shooting,Shooting,"BILLINGS, Charles W.",United States,Men,"Clay Pigeons, Team",Gold
1912,Stockholm,Shooting,Shooting,"GLEASON, Edward Francis",United States,Men,"Clay Pigeons, Team",Gold
1912,Stockholm,Shooting,Shooting,"GRAHAM, James R.",United States,Men,"Clay Pigeons, Team",Gold
1912,Stockholm,Shooting,Shooting,"HALL, Frank",United States,Men,"Clay Pigeons, Team",Gold
1912,Stockholm,Shooting,Shooting,"HENDRICKSON, John H.",United States,Men,"Clay Pigeons, Team",Gold
1912,Stockholm,Shooting,Shooting,"SPOTTS, Ralph Lewis",United States,Men,"Clay Pigeons, Team",Gold
1912,Stockholm,Shooting,Shooting,"ADAMS, Harry Loren",United States,Men,"Rifle, Team",Gold
1912,Stockholm,Shooting,Shooting,"BRIGGS, Allan Lindsay",United States,Men,"Rifle, Team",Gold
1912,Stockholm,Shooting,Shooting,"BURDETTE, Cornelius L.",United States,Men,"Rifle, Team",Gold
1912,Stockholm,Shooting,Shooting,"JACKSON, John E.",United States,Men,"Rifle, Team",Gold
1912,Stockholm,Shooting,Shooting,"OSBURN, Carl Townsend",United States,Men,"Rifle, Team",Gold
1912,Stockholm,Shooting,Shooting,"SPROUT, Warren A.",United States,Men,"Rifle, Team",Gold
1912,Stockholm,Shooting,Shooting,"GRAHAM, James R.",United States,Men,Trap (125 Targets),Gold
1920,Antwerp,Aquatics,Diving,"PRIESTE, Harry",United States,Men,10M Platform,Bronze
1920,Antwerp,Aquatics,Diving,"PINKSTON, Clarence",United States,Men,10M Platform,Gold
1920,Antwerp,Aquatics,Diving,"BALBACH, Louis James",United States,Men,3M Springboard,Bronze
1920,Antwerp,Aquatics,Diving,"KUEHN, Louis",United States,Men,3M Springboard,Gold
1920,Antwerp,Aquatics,Diving,"PINKSTON, Clarence",United States,Men,3M Springboard,Silver
1920,Antwerp,Aquatics,Diving,"PAYNE, Thelma",United States,Women,3M Springboard,Bronze
1920,Antwerp,Aquatics,Diving,"RIGGIN, Aileen",United States,Women,3M Springboard,Gold
1920,Antwerp,Aquatics,Diving,"WAINWRIGHT, Helen",United States,Women,3M Springboard,Silver
1920,Antwerp,Aquatics,Swimming,"KEALOHA, Warren Paoa",United States,Men,100M Backstroke,Gold
1920,Antwerp,Aquatics,Swimming,"KEGERIS, Raymond",United States,Men,100M Backstroke,Silver
1920,Antwerp,Aquatics,Swimming,"HARRIS, William",United States,Men,100M Freestyle,Bronze
1920,Antwerp,Aquatics,Swimming,"KAHANAMOKU, Duke Paoa",United States,Men,100M Freestyle,Gold
1920,Antwerp,Aquatics,Swimming,"KEALOHA, Pua Kela",United States,Men,100M Freestyle,Silver
1920,Antwerp,Aquatics,Swimming,"SCHROTH, Frances",United States,Women,100M Freestyle,Bronze
1920,Antwerp,Aquatics,Swimming,"BLEIBTREY, Ethelda",United States,Women,100M Freestyle,Gold
1920,Antwerp,Aquatics,Swimming,"GUEST, Irene",United States,Women,100M Freestyle,Silver
1920,Antwerp,Aquatics,Swimming,"ROSS, Norman",United States,Men,1500M Freestyle,Gold
1920,Antwerp,Aquatics,Swimming,"ROSS, Norman",United States,Men,400M Freestyle,Gold
1920,Antwerp,Aquatics,Swimming,"LANGER, Ludy",United States,Men,400M Freestyle,Silver
1920,Antwerp,Aquatics,Swimming,"SCHROTH, Frances",United States,Women,400M Freestyle,Bronze
1920,Antwerp,Aquatics,Swimming,"BLEIBTREY, Ethelda",United States,Women,400M Freestyle,Gold
1920,Antwerp,Aquatics,Swimming,"WOODBRIDGE, Margaret",United States,Women,400M Freestyle,Silver
1920,Antwerp,Aquatics,Swimming,"BLEIBTREY, Ethelda",United States,Women,4X100M Freestyle Relay,Gold
1920,Antwerp,Aquatics,Swimming,"GUEST, Irene",United States,Women,4X100M Freestyle Relay,Gold
1920,Antwerp,Aquatics,Swimming,"SCHROTH, Frances",United States,Women,4X100M Freestyle Relay,Gold
1920,Antwerp,Aquatics,Swimming,"WOODBRIDGE, Margaret",United States,Women,4X100M Freestyle Relay,Gold
1920,Antwerp,Aquatics,Swimming,"KAHANAMOKU, Duke Paoa",United States,Men,4X200M Freestyle Relay,Gold
1920,Antwerp,Aquatics,Swimming,"KEALOHA, Pua Kela",United States,Men,4X200M Freestyle Relay,Gold
1920,Antwerp,Aquatics,Swimming,"MCGILLIVRAY, Perry",United States,Men,4X200M Freestyle Relay,Gold
1920,Antwerp,Aquatics,Swimming,"ROSS, Norman",United States,Men,4X200M Freestyle Relay,Gold
1920,Antwerp,Athletics,Athletics,"PEARMAN, Joseph",United States,Men,10000M Walk,Silver
1920,Antwerp,Athletics,Athletics,"PADDOCK, Charles",United States,Men,100M,Gold
1920,Antwerp,Athletics,Athletics,"KIRKSEY, Morris",United States,Men,100M,Silver
1920,Antwerp,Athletics,Athletics,"MURRAY, Frederick",United States,Men,110M Hurdles,Bronze
1920,Antwerp,Athletics,Athletics,"BARRON, Harold",United States,Men,110M Hurdles,Silver
1920,Antwerp,Athletics,Athletics,"SHIELDS, Marion Lawrence",United States,Men,1500M,Bronze
1920,Antwerp,Athletics,Athletics,"WOODRING, Allen",United States,Men,200M,Gold
1920,Antwerp,Athletics,Athletics,"PADDOCK, Charles",United States,Men,200M,Silver
1920,Antwerp,Athletics,Athletics,"FLYNN, Patrick",United States,Men,3000M Steeplechase,Silver
1920,Antwerp,Athletics,Athletics,"BROWN, Horace Hallock",United States,Men,3000M Team,Gold
1920,Antwerp,Athletics,Athletics,"DRESSER, Ivan",United States,Men,3000M Team,Gold
1920,Antwerp,Athletics,Athletics,"SCHARDT, Arlie Alfred",United States,Men,3000M Team,Gold
1920,Antwerp,Athletics,Athletics,"REMER, Richard Frederick",United States,Men,3000M Walk,Bronze
1920,Antwerp,Athletics,Athletics,"DESCH, August George",United States,Men,400M Hurdles,Bronze
1920,Antwerp,Athletics,Athletics,"LOOMIS, Frank",United States,Men,400M Hurdles,Gold
1920,Antwerp,Athletics,Athletics,"NORTON, John Kelley",United States,Men,400M Hurdles,Silver
1920,Antwerp,Athletics,Athletics,"KIRKSEY, Morris",United States,Men,4X100M Relay,Gold
1920,Antwerp,Athletics,Athletics,"MURCHISON, Loren",United States,Men,4X100M Relay,Gold
1920,Antwerp,Athletics,Athletics,"PADDOCK, Charles",United States,Men,4X100M Relay,Gold
1920,Antwerp,Athletics,Athletics,"SCHOLZ, Jackson",United States,Men,4X100M Relay,Gold
1920,Antwerp,Athletics,Athletics,"MCDONALD, Patrick",United States,Men,56LB Weight Throw (25.4KG),Gold
1920,Antwerp,Athletics,Athletics,"RYAN, Patrick",United States,Men,56LB Weight Throw (25.4KG),Silver
1920,Antwerp,Athletics,Athletics,"EBY, Earl",United States,Men,800M,Silver
1920,Antwerp,Athletics,Athletics,"HAMILTON, Brutus Kerr",United States,Men,Decathlon,Silver
1920,Antwerp,Athletics,Athletics,"POPE, Augustus",United States,Men,Discus Throw,Bronze
1920,Antwerp,Athletics,Athletics,"BENNET, Basil",United States,Men,Hammer Throw,Bronze
1920,Antwerp,Athletics,Athletics,"RYAN, Patrick",United States,Men,Hammer Throw,Gold
1920,Antwerp,Athletics,Athletics,"LANDON, Richmond",United States,Men,High Jump,Gold
1920,Antwerp,Athletics,Athletics,"MULLER, Harold",United States,Men,High Jump,Silver
1920,Antwerp,Athletics,Athletics,"JOHNSON, Carl",United States,Men,Long Jump,Silver
1920,Antwerp,Athletics,Athletics,"BRADLEY, Everett Lewis",United States,Men,Pentathlon,Silver
1920,Antwerp,Athletics,Athletics,"MYERS, Edwin",United States,Men,Pole Vault,Bronze
1920,Antwerp,Athletics,Athletics,"FOSS, Frank",United States,Men,Pole Vault,Gold
1920,Antwerp,Athletics,Athletics,"LIVERSEDGE, Harry",United States,Men,Shot Put,Bronze
1920,Antwerp,Boxing,Boxing,"DI GENARO, Frank",United States,Men,- 50.8KG (Flyweight),Gold
1920,Antwerp,Boxing,Boxing,"MOSBERG, Samuel",United States,Men,57.15 - 61.24KG (Lightweight),Gold
1920,Antwerp,Boxing,Boxing,"COLBERG, Frederick William",United States,Men,61.24 - 66.68KG (Welterweight),Bronze
1920,Antwerp,Boxing,Boxing,"EAGAN, Edward",United States,Men,72.57 - 79.38KG (Light-Heavyweight),Gold
1920,Antwerp,Fencing,Fencing,"BRECKINRIDGE, Henry Cabell",United States,Men,Foil Team,Bronze
1920,Antwerp,Fencing,Fencing,"HONEYCUTT, Francis Webster",United States,Men,Foil Team,Bronze
1920,Antwerp,Fencing,Fencing,"LYON, Arthur St Clair",United States,Men,Foil Team,Bronze
1920,Antwerp,Fencing,Fencing,"RAYNER, Harold",United States,Men,Foil Team,Bronze
1920,Antwerp,Fencing,Fencing,"SEARS, Robert",United States,Men,Foil Team,Bronze
1920,Antwerp,Ice Hockey,Ice Hockey,"BONNEY, Raymond Lenroy",United States,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"CONROY, Anthony",United States,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"DRURY, Herbert",United States,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"FITZGERALD, Edward",United States,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"GERAN, George Pierce",United States,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"GOHEEN, Frank Xavier",United States,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"MCCORMICK, Joseph",United States,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"MCCORMICK, Lawrence",United States,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"SYNNOTT, Francis Allen",United States,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"TUCK, Leon Parker",United States,Men,Ice Hockey,Silver
1920,Antwerp,Ice Hockey,Ice Hockey,"WEIDENBORNER, Cyril",United States,Men,Ice Hockey,Silver
1920,Antwerp,Polo,Polo,"ALLEN, Terry",United States,Men,Polo,Bronze
1920,Antwerp,Polo,Polo,"HARRIS, Arthur Ringland",United States,Men,Polo,Bronze
1920,Antwerp,Polo,Polo,"MARGETTS, Nelson E.",United States,Men,Polo,Bronze
1920,Antwerp,Polo,Polo,"MONTGOMERY, John Carter",United States,Men,Polo,Bronze
1920,Antwerp,Rowing,Rowing,"COSTELLO, Paul Vincent",United States,Men,Double Sculls (2X),Gold
1920,Antwerp,Rowing,Rowing,"KELLY, John Brendan",United States,Men,Double Sculls (2X),Gold
1920,Antwerp,Rowing,Rowing,"CLARK, Sherman Rockwell",United States,Men,Eight With Coxswain (8+),Gold
1920,Antwerp,Rowing,Rowing,"GALLAGHER, Vincent Joseph",United States,Men,Eight With Coxswain (8+),Gold
1920,Antwerp,Rowing,Rowing,"GRAVES, Edwin Darius",United States,Men,Eight With Coxswain (8+),Gold
1920,Antwerp,Rowing,Rowing,"JACOMINI, Virgil Victor",United States,Men,Eight With Coxswain (8+),Gold
1920,Antwerp,Rowing,Rowing,"JOHNSTON, Donald Hendric",United States,Men,Eight With Coxswain (8+),Gold
1920,Antwerp,Rowing,Rowing,"JORDAN, William Conrad",United States,Men,Eight With Coxswain (8+),Gold
1920,Antwerp,Rowing,Rowing,"KING, Clyde Whitlock",United States,Men,Eight With Coxswain (8+),Gold
1920,Antwerp,Rowing,Rowing,"MOORE, Edward Peerman",United States,Men,Eight With Coxswain (8+),Gold
1920,Antwerp,Rowing,Rowing,"SANDBORN, Allen Ream",United States,Men,Eight With Coxswain (8+),Gold
1920,Antwerp,Rowing,Rowing,"CLARK, Sherman Rockwell",United States,Men,Four-Oared Shell With Coxswain (4-),Silver
1920,Antwerp,Rowing,Rowing,"FEDERSCHMIDT, Erich",United States,Men,Four-Oared Shell With Coxswain (4-),Silver
1920,Antwerp,Rowing,Rowing,"FEDERSCHMIDT, Franz",United States,Men,Four-Oared Shell With Coxswain (4-),Silver
1920,Antwerp,Rowing,Rowing,"KLOSE, Carl Otto",United States,Men,Four-Oared Shell With Coxswain (4-),Silver
1920,Antwerp,Rowing,Rowing,"MYERS, Kenneth",United States,Men,Four-Oared Shell With Coxswain (4-),Silver
1920,Antwerp,Rowing,Rowing,"KELLY, John Brendan",United States,Men,Single Sculls (1X),Gold
1920,Antwerp,Rugby,Rugby,"CARROLL, Daniel Brendan",United States,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"DOE, Charles Webster",United States,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"FISH, George Winthrop",United States,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"HUNTER, Joseph Garvin",United States,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"KIRKSEY, Morris",United States,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"MEHAN, Charles Thomas",United States,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"MULDOON, John",United States,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"MULDOON, William",United States,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"O'NEIL, John T.",United States,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"PATRICK, John Clarence",United States,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"RIGHTER, Cornelius Erwin",United States,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"SCHOLZ, Rudolph John",United States,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"SLATER, Colby Edward",United States,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"TEMPLETON, Robert Lyman",United States,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"TILDEN, Charles Lee",United States,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"WINSTON, James Duarte",United States,Men,Rugby,Gold
1920,Antwerp,Rugby,Rugby,"WRENN, Heaton Luse",United States,Men,Rugby,Gold
1920,Antwerp,Shooting,Shooting,"BROWN, Thomas Cole",United States,Men,"100M Running Deer, Single Shots, Team",Bronze
1920,Antwerp,Shooting,Shooting,"LEE, Willis",United States,Men,"100M Running Deer, Single Shots, Team",Bronze
1920,Antwerp,Shooting,Shooting,"NUESSLEIN, Lawrence Adam",United States,Men,"100M Running Deer, Single Shots, Team",Bronze
1920,Antwerp,Shooting,Shooting,"OSBURN, Carl Townsend",United States,Men,"100M Running Deer, Single Shots, Team",Bronze
1920,Antwerp,Shooting,Shooting,"SPOONER, Lloyd Spencer",United States,Men,"100M Running Deer, Single Shots, Team",Bronze
1920,Antwerp,Shooting,Shooting,"BRACKEN, Raymond",United States,Men,25M Rapid Fire Pistol (60 Shots),Silver
1920,Antwerp,Shooting,Shooting,"JACKSON, Joseph",United States,Men,"300+600M Free Rifle, Team, Prone",Gold
1920,Antwerp,Shooting,Shooting,"LEE, Willis",United States,Men,"300+600M Free Rifle, Team, Prone",Gold
1920,Antwerp,Shooting,Shooting,"OSBURN, Carl Townsend",United States,Men,"300+600M Free Rifle, Team, Prone",Gold
1920,Antwerp,Shooting,Shooting,"SCHRIVER, Gunnery Ollie",United States,Men,"300+600M Free Rifle, Team, Prone",Gold
1920,Antwerp,Shooting,Shooting,"SPOONER, Lloyd Spencer",United States,Men,"300+600M Free Rifle, Team, Prone",Gold
1920,Antwerp,Shooting,Shooting,"FISHER, Morris",United States,Men,300M Free Rifle 3 Positions (3X40 Shots),Gold
1920,Antwerp,Shooting,Shooting,"FISHER, Morris",United States,Men,"300M Free Rifle, Prone, Team",Gold
1920,Antwerp,Shooting,Shooting,"JACKSON, Joseph",United States,Men,"300M Free Rifle, Prone, Team",Gold
1920,Antwerp,Shooting,Shooting,"LEE, Willis",United States,Men,"300M Free Rifle, Prone, Team",Gold
1920,Antwerp,Shooting,Shooting,"OSBURN, Carl Townsend",United States,Men,"300M Free Rifle, Prone, Team",Gold
1920,Antwerp,Shooting,Shooting,"SPOONER, Lloyd Spencer",United States,Men,"300M Free Rifle, Prone, Team",Gold
1920,Antwerp,Shooting,Shooting,"BROWN, Thomas Cole",United States,Men,"300M Free Rifle, Standing, Team",Silver
1920,Antwerp,Shooting,Shooting,"LEE, Willis",United States,Men,"300M Free Rifle, Standing, Team",Silver
1920,Antwerp,Shooting,Shooting,"NUESSLEIN, Lawrence Adam",United States,Men,"300M Free Rifle, Standing, Team",Silver
1920,Antwerp,Shooting,Shooting,"OSBURN, Carl Townsend",United States,Men,"300M Free Rifle, Standing, Team",Silver
1920,Antwerp,Shooting,Shooting,"SPOONER, Lloyd Spencer",United States,Men,"300M Free Rifle, Standing, Team",Silver
1920,Antwerp,Shooting,Shooting,"FREDERICK, Carl Telford",United States,Men,"30M Army Pistol, Team",Gold
1920,Antwerp,Shooting,Shooting,"HARANT, Louis",United States,Men,"30M Army Pistol, Team",Gold
1920,Antwerp,Shooting,Shooting,"KELLY, Michael",United States,Men,"30M Army Pistol, Team",Gold
1920,Antwerp,Shooting,Shooting,"LANE, Alfred P.",United States,Men,"30M Army Pistol, Team",Gold
1920,Antwerp,Shooting,Shooting,"SNOOK, James Howard",United States,Men,"30M Army Pistol, Team",Gold
1920,Antwerp,Shooting,Shooting,"BRACKEN, Raymond",United States,Men,"50M Army Pistol, Team",Gold
1920,Antwerp,Shooting,Shooting,"FREDERICK, Carl Telford",United States,Men,"50M Army Pistol, Team",Gold
1920,Antwerp,Shooting,Shooting,"KELLY, Michael",United States,Men,"50M Army Pistol, Team",Gold
1920,Antwerp,Shooting,Shooting,"LANE, Alfred P.",United States,Men,"50M Army Pistol, Team",Gold
1920,Antwerp,Shooting,Shooting,"SNOOK, James Howard",United States,Men,"50M Army Pistol, Team",Gold
1920,Antwerp,Shooting,Shooting,"LANE, Alfred P.",United States,Men,50M Pistol (60 Shots),Bronze
1920,Antwerp,Shooting,Shooting,"FREDERICK, Carl Telford",United States,Men,50M Pistol (60 Shots),Gold
1920,Antwerp,Shooting,Shooting,"FENTON, Dennis",United States,Men,"50M Small Bore Rifle, Standing, Individual",Bronze
1920,Antwerp,Shooting,Shooting,"NUESSLEIN, Lawrence Adam",United States,Men,"50M Small Bore Rifle, Standing, Individual",Gold
1920,Antwerp,Shooting,Shooting,"ROTHROCK, Arthur",United States,Men,"50M Small Bore Rifle, Standing, Individual",Silver
1920,Antwerp,Shooting,Shooting,"FENTON, Dennis",United States,Men,"50M Small Bore Rifle, Team",Gold
1920,Antwerp,Shooting,Shooting,"LEE, Willis",United States,Men,"50M Small Bore Rifle, Team",Gold
1920,Antwerp,Shooting,Shooting,"NUESSLEIN, Lawrence Adam",United States,Men,"50M Small Bore Rifle, Team",Gold
1920,Antwerp,Shooting,Shooting,"ROTHROCK, Arthur",United States,Men,"50M Small Bore Rifle, Team",Gold
1920,Antwerp,Shooting,Shooting,"SCHRIVER, Gunnery Ollie",United States,Men,"50M Small Bore Rifle, Team",Gold
1920,Antwerp,Shooting,Shooting,"SPOONER, Lloyd Spencer",United States,Men,"600M Free Rifle, Prone",Bronze
1920,Antwerp,Shooting,Shooting,"FENTON, Dennis",United States,Men,"600M Free Rifle, Team",Gold
1920,Antwerp,Shooting,Shooting,"JACKSON, Joseph",United States,Men,"600M Free Rifle, Team",Gold
1920,Antwerp,Shooting,Shooting,"LEE, Willis",United States,Men,"600M Free Rifle, Team",Gold
1920,Antwerp,Shooting,Shooting,"SCHRIVER, Gunnery Ollie",United States,Men,"600M Free Rifle, Team",Gold
1920,Antwerp,Shooting,Shooting,"SPOONER, Lloyd Spencer",United States,Men,"600M Free Rifle, Team",Gold
1920,Antwerp,Shooting,Shooting,"NUESSLEIN, Lawrence Adam",United States,Men,"Army Rifle, 300M, Standing",Bronze
1920,Antwerp,Shooting,Shooting,"OSBURN, Carl Townsend",United States,Men,"Army Rifle, 300M, Standing",Gold
1920,Antwerp,Shooting,Shooting,"ARIE, Mark",United States,Men,"Clay Pigeons, Team",Gold
1920,Antwerp,Shooting,Shooting,"BONSER, Horace",United States,Men,"Clay Pigeons, Team",Gold
1920,Antwerp,Shooting,Shooting,"MCNEIR, Forest",United States,Men,"Clay Pigeons, Team",Gold
1920,Antwerp,Shooting,Shooting,"PLUM, Frederick",United States,Men,"Clay Pigeons, Team",Gold
1920,Antwerp,Shooting,Shooting,"TROEH, Frank",United States,Men,"Clay Pigeons, Team",Gold
1920,Antwerp,Shooting,Shooting,"WRIGHT, Frank",United States,Men,"Clay Pigeons, Team",Gold
1920,Antwerp,Shooting,Shooting,"FENTON, Dennis",United States,Men,"Free Rifle, Team",Gold
1920,Antwerp,Shooting,Shooting,"FISHER, Morris",United States,Men,"Free Rifle, Team",Gold
1920,Antwerp,Shooting,Shooting,"LEE, Willis",United States,Men,"Free Rifle, Team",Gold
1920,Antwerp,Shooting,Shooting,"OSBURN, Carl Townsend",United States,Men,"Free Rifle, Team",Gold
1920,Antwerp,Shooting,Shooting,"SPOONER, Lloyd Spencer",United States,Men,"Free Rifle, Team",Gold
1920,Antwerp,Shooting,Shooting,"WRIGHT, Frank",United States,Men,Trap (125 Targets),Bronze
1920,Antwerp,Shooting,Shooting,"ARIE, Mark",United States,Men,Trap (125 Targets),Gold
1920,Antwerp,Shooting,Shooting,"TROEH, Frank",United States,Men,Trap (125 Targets),Silver
1920,Antwerp,Skating,Figure skating,"BLANCHARD, Theresa",United States,Women,Individual,Bronze
1920,Antwerp,Wrestling,Wrestling Free.,"ACKERLY, Charles Edwin",United States,Men,- 60KG (Featherweight),Gold
1920,Antwerp,Wrestling,Wrestling Free.,"GERSON, Samuel",United States,Men,- 60KG (Featherweight),Silver
1920,Antwerp,Wrestling,Wrestling Free.,"MEYER, Frederick Julius",United States,Men,+ 80KG (Heavyweight),Bronze
1920,Antwerp,Wrestling,Wrestling Free.,"PENDLETON, Nathan Green",United States,Men,+ 80KG (Heavyweight),Silver
1920,Antwerp,Wrestling,Wrestling Free.,"JOHNSON, Charles F.",United States,Men,67.5 - 75KG (Middleweight),Bronze
1920,Antwerp,Wrestling,Wrestling Free.,"MAURER, Walter S.",United States,Men,75 - 80KG (Light-Heavyweight),Bronze
1924,Paris,Aquatics,Diving,"PINKSTON, Clarence",United States,Men,10M Platform,Bronze
1924,Paris,Aquatics,Diving,"WHITE, Albert",United States,Men,10M Platform,Gold
1924,Paris,Aquatics,Diving,"FALL, David",United States,Men,10M Platform,Silver
1924,Paris,Aquatics,Diving,"SMITH, Caroline",United States,Women,10M Platform,Gold
1924,Paris,Aquatics,Diving,"BECKER-PINKSTON, Elizabeth",United States,Women,10M Platform,Silver
1924,Paris,Aquatics,Diving,"PINKSTON, Clarence",United States,Men,3M Springboard,Bronze
1924,Paris,Aquatics,Diving,"WHITE, Albert",United States,Men,3M Springboard,Gold
1924,Paris,Aquatics,Diving,"DESJARDINS, Ulise Joseph ""Peter""",United States,Men,3M Springboard,Silver
1924,Paris,Aquatics,Diving,"FLETCHER, Caroline",United States,Women,3M Springboard,Bronze
1924,Paris,Aquatics,Diving,"BECKER-PINKSTON, Elizabeth",United States,Women,3M Springboard,Gold
1924,Paris,Aquatics,Diving,"RIGGIN, Aileen",United States,Women,3M Springboard,Silver
1924,Paris,Aquatics,Swimming,"KEALOHA, Warren Paoa",United States,Men,100M Backstroke,Gold
1924,Paris,Aquatics,Swimming,"WYATT, Paul",United States,Men,100M Backstroke,Silver
1924,Paris,Aquatics,Swimming,"RIGGIN, Aileen",United States,Women,100M Backstroke,Bronze
1924,Paris,Aquatics,Swimming,"BAUER, Sybil",United States,Women,100M Backstroke,Gold
1924,Paris,Aquatics,Swimming,"KAHANAMOKU, Samuel",United States,Men,100M Freestyle,Bronze
1924,Paris,Aquatics,Swimming,"WEISSMULLER, Johnny",United States,Men,100M Freestyle,Gold
1924,Paris,Aquatics,Swimming,"KAHANAMOKU, Duke Paoa",United States,Men,100M Freestyle,Silver
1924,Paris,Aquatics,Swimming,"EDERLE, Gertrude",United States,Women,100M Freestyle,Bronze
1924,Paris,Aquatics,Swimming,"LACKIE, Ethel",United States,Women,100M Freestyle,Gold
1924,Paris,Aquatics,Swimming,"WEHSELAU, Mariechen",United States,Women,100M Freestyle,Silver
